County_Index,State_Code,SVI,Metro
2431,SC ,Mod-High,Non-metro
2432,SC ,High,Non-metro
2433,SC ,Mod-High,Non-metro
2434,SC ,High,Non-metro
2435,SC ,Mod-High,Metro
2436,SC ,Mod-High,Metro
2437,SC ,High,Metro
2438,SC ,High,Metro
2439,SC ,High,Metro
2440,SC ,High,Metro
2441,SC ,High,Non-metro
2442,SC ,Low-Mod,Metro
2443,SD ,Low-Mod,Non-metro
2444,SD ,Mod-High,Non-metro
2445,SD ,High,Non-metro
2446,SD ,Low,Non-metro
2447,SD ,Low,Non-metro
2448,SD ,Low-Mod,Non-metro
2449,SD ,Mod-High,Non-metro
2450,SD ,High,Non-metro
2451,SD ,Low-Mod,Non-metro
2452,SD ,Low,Non-metro
2453,SD ,Mod-High,Non-metro
2454,SD ,Low,Non-metro
2455,SD ,Low,Non-metro
2456,SD ,Low,Non-metro
2457,SD ,High,Non-metro
2458,SD ,Low,Metro
2459,SD ,Low,Non-metro
2460,SD ,Low,Non-metro
2461,SD ,Low,Non-metro
2462,SD ,High,Non-metro
2463,SD ,Low,Non-metro
2464,SD ,Low,Non-metro
2465,SD ,Low-Mod,Non-metro
2466,SD ,Low,Non-metro
2467,SD ,Low,Non-metro
2468,SD ,Low-Mod,Non-metro
2469,SD ,Low-Mod,Non-metro
2470,SD ,Low,Non-metro
2471,SD ,Low,Non-metro
2472,SD ,Low,Non-metro
2473,SD ,Low,Non-metro
2474,SD ,Low-Mod,Non-metro
2475,SD ,Low,Non-metro
2476,SD ,Low,Non-metro
2477,SD ,High,Non-metro
2478,SD ,Low,Non-metro
2479,SD ,Low,Non-metro
2480,SD ,Low,Non-metro
2481,SD ,Low,Non-metro
2482,SD ,Low-Mod,Non-metro
2483,SD ,Low,Metro
2484,SD ,Mod-High,Non-metro
2485,SD ,Low,Non-metro
2486,SD ,Low,Metro
2487,SD ,Low-Mod,Non-metro
2488,SD ,Low,Metro
2489,SD ,High,Non-metro
2490,SD ,Low,Non-metro
2491,SD ,Low-Mod,Metro
2492,SD ,Low-Mod,Non-metro
2493,SD ,High,Non-metro
2494,SD ,Low-Mod,Metro
2495,SD ,Low,Non-metro
2496,SD ,Low,Non-metro
2497,SD ,Mod-High,Non-metro
2498,SD ,Low,Non-metro
2499,SD ,Low,Non-metro
2500,SD ,Low,Non-metro
2501,SD ,Low,Non-metro
2502,SD ,High,Non-metro
2503,SD ,Low-Mod,Non-metro
2504,SD ,Low,Metro
2505,SD ,Low,Metro
2506,SD ,Low-Mod,Non-metro
2507,SD ,Low-Mod,Non-metro
2508,SD ,High,Non-metro
2509,TN ,Mod-High,Metro
2510,TN ,High,Non-metro
2511,TN ,Mod-High,Non-metro
2512,TN ,High,Non-metro
2513,TN ,Low,Metro
2514,TN ,Mod-High,Metro
2515,TN ,Mod-High,Metro
2516,TN ,Low-Mod,Metro
2517,TN ,Mod-High,Non-metro
2518,TN ,Mod-High,Metro
2519,TN ,Low,Metro
2520,TN ,Mod-High,Metro
2521,TN ,Mod-High,Non-metro
2522,TN ,Mod-High,Non-metro
2523,TN ,Mod-High,Non-metro
2524,TN ,Low-Mod,Non-metro
2525,TN ,High,Metro
2526,TN ,Mod-High,Non-metro
2527,TN ,Mod-High,Metro
2528,TN ,Mod-High,Non-metro
2529,TN ,Low-Mod,Non-metro
2530,TN ,Low-Mod,Metro
2531,TN ,High,Non-metro
2532,TN ,Low-Mod,Metro
2533,TN ,Mod-High,Non-metro
2534,TN ,Low-Mod,Non-metro
2535,TN ,Mod-High,Non-metro
2536,TN ,Mod-High,Non-metro
2537,TN ,Mod-High,Metro
2538,TN ,Mod-High,Non-metro
2539,TN ,High,Non-metro
2540,TN ,High,Metro
2541,TN ,Low-Mod,Metro
2542,TN ,High,Non-metro
2543,TN ,High,Non-metro
2544,TN ,Mod-High,Non-metro
2545,TN ,Mod-High,Metro
2546,TN ,High,Non-metro
2547,TN ,Mod-High,Non-metro
2548,TN ,Mod-High,Non-metro
2549,TN ,Mod-High,Metro
2550,TN ,Mod-High,Non-metro
2551,TN ,Low-Mod,Non-metro
2552,TN ,Mod-High,Non-metro
2553,TN ,Mod-High,Metro
2554,TN ,Mod-High,Non-metro
2555,TN ,Low-Mod,Metro
2556,TN ,High,Non-metro
2557,TN ,High,Non-metro
2558,TN ,High,Non-metro
2559,TN ,Mod-High,Non-metro
2560,TN ,Mod-High,Non-metro
2561,TN ,Low-Mod,Metro
2562,TN ,Mod-High,Metro
2563,TN ,Mod-High,Metro
2564,TN ,Mod-High,Metro
2565,TN ,Mod-High,Non-metro
2566,TN ,Low-Mod,Metro
2567,TN ,Mod-High,Non-metro
2568,TN ,Mod-High,Non-metro
2569,TN ,Low-Mod,Non-metro
2570,TN ,Mod-High,Non-metro
2571,TN ,Mod-High,Metro
2572,TN ,Low,Non-metro
2573,TN ,Mod-High,Metro
2574,TN ,High,Non-metro
2575,TN ,Low-Mod,Non-metro
2576,TN ,Mod-High,Non-metro
2577,TN ,Low-Mod,Non-metro
2578,TN ,Low-Mod,Metro
2579,TN ,Mod-High,Non-metro
2580,TN ,High,Non-metro
2581,TN ,Low-Mod,Metro
2582,TN ,Low-Mod,Metro
2583,TN ,Low-Mod,Metro
2584,TN ,High,Non-metro
2585,TN ,Mod-High,Metro
2586,TN ,Mod-High,Non-metro
2587,TN ,High,Metro
2588,TN ,Low-Mod,Metro
2589,TN ,Low-Mod,Non-metro
2590,TN ,Mod-High,Metro
2591,TN ,Low,Metro
2592,TN ,Low-Mod,Metro
2593,TN ,Mod-High,Metro
2594,TN ,High,Metro
2595,TN ,Mod-High,Metro
2596,TN ,Mod-High,Non-metro
2597,TN ,High,Non-metro
2598,TN ,Low-Mod,Metro
2599,TN ,High,Non-metro
2600,TN ,Mod-High,Non-metro
2601,TN ,Mod-High,Non-metro
2602,TN ,Low,Metro
2603,TN ,Low,Metro
2604,TX ,High,Non-metro
2605,TX ,Low-Mod,Non-metro
2606,TX ,High,Non-metro
2607,TX ,High,Metro
2608,TX ,Low,Metro
2609,TX ,Low,Metro
2610,TX ,High,Metro
2611,TX ,Low-Mod,Metro
2612,TX ,High,Non-metro
2613,TX ,Mod-High,Metro
2614,TX ,Mod-High,Metro
2615,TX ,Low,Non-metro
2616,TX ,High,Non-metro
2617,TX ,High,Metro
2618,TX ,High,Metro
2619,TX ,Low-Mod,Non-metro
2620,TX ,Low,Non-metro
2621,TX ,Mod-High,Non-metro
2622,TX ,High,Metro
2623,TX ,Mod-High,Metro
2624,TX ,Mod-High,Metro
2625,TX ,Mod-High,Non-metro
2626,TX ,Low-Mod,Non-metro
2627,TX ,High,Non-metro
2628,TX ,Mod-High,Non-metro
2629,TX ,Mod-High,Metro
2630,TX ,Mod-High,Non-metro
2631,TX ,High,Metro
2632,TX ,High,Non-metro
2633,TX ,Low-Mod,Metro
2634,TX ,High,Metro
2635,TX ,High,Non-metro
2636,TX ,Low,Metro
2637,TX ,High,Non-metro
2638,TX ,High,Non-metro
2639,TX ,Low-Mod,Metro
2640,TX ,High,Non-metro
2641,TX ,Mod-High,Non-metro
2642,TX ,Low-Mod,Metro
2643,TX ,High,Non-metro
2644,TX ,Mod-High,Non-metro
2645,TX ,Low-Mod,Non-metro
2646,TX ,Low,Metro
2647,TX ,High,Non-metro
2648,TX ,Mod-High,Non-metro
2649,TX ,Low,Metro
2650,TX ,Mod-High,Non-metro
2651,TX ,Low-Mod,Non-metro
2652,TX ,Mod-High,Non-metro
2653,TX ,High,Metro
2654,TX ,High,Non-metro
2655,TX ,Low-Mod,Non-metro
2656,TX ,Mod-High,Non-metro
2657,TX ,High,Metro
2658,TX ,High,Non-metro
2659,TX ,Mod-High,Non-metro
2660,TX ,High,Metro
2661,TX ,High,Non-metro
2662,TX ,High,Non-metro
2663,TX ,Mod-High,Non-metro
2664,TX ,Low,Metro
2665,TX ,High,Non-metro
2666,TX ,High,Non-metro
2667,TX ,High,Non-metro
2668,TX ,Low-Mod,Non-metro
2669,TX ,High,Non-metro
2670,TX ,High,Non-metro
2671,TX ,High,Metro
2672,TX ,Low-Mod,Non-metro
2673,TX ,High,Metro
2674,TX ,Low-Mod,Metro
2675,TX ,Mod-High,Non-metro
2676,TX ,High,Metro
2677,TX ,Mod-High,Non-metro
2678,TX ,Low-Mod,Non-metro
2679,TX ,Low-Mod,Non-metro
2680,TX ,High,Non-metro
2681,TX ,Low-Mod,Non-metro
2682,TX ,Low-Mod,Metro
2683,TX ,Mod-High,Non-metro
2684,TX ,High,Non-metro
2685,TX ,High,Non-metro
2686,TX ,Mod-High,Non-metro
2687,TX ,Mod-High,Metro
2688,TX ,Mod-High,Non-metro
2689,TX ,Low-Mod,Non-metro
2690,TX ,Low,Non-metro
2691,TX ,Mod-High,Metro
2692,TX ,High,Non-metro
2693,TX ,High,Non-metro
2694,TX ,Mod-High,Metro
2695,TX ,High,Metro
2696,TX ,High,Non-metro
2697,TX ,Low-Mod,Metro
2698,TX ,High,Non-metro
2699,TX ,High,Non-metro
2700,TX ,Mod-High,Non-metro
2701,TX ,High,Non-metro
2702,TX ,Mod-High,Non-metro
2703,TX ,Low-Mod,Metro
2704,TX ,Mod-High,Metro
2705,TX ,Mod-High,Non-metro
2706,TX ,Mod-High,Non-metro
2707,TX ,High,Non-metro
2708,TX ,Low-Mod,Metro
2709,TX ,Mod-High,Non-metro
2710,TX ,Mod-High,Non-metro
2711,TX ,High,Metro
2712,TX ,High,Non-metro
2713,TX ,High,Non-metro
2714,TX ,Low-Mod,Metro
2715,TX ,Mod-High,Non-metro
2716,TX ,High,Non-metro
2717,TX ,High,Non-metro
2718,TX ,High,Metro
2719,TX ,High,Metro
2720,TX ,Mod-High,Non-metro
2721,TX ,Low,Metro
2722,TX ,Mod-High,Non-metro
2723,TX ,Mod-High,Non-metro
2724,TX ,High,Non-metro
2725,TX ,Low-Mod,Non-metro
2726,TX ,High,Metro
2727,TX ,High,Non-metro
2728,TX ,High,Non-metro
2729,TX ,Mod-High,Metro
2730,TX ,Mod-High,Metro
2731,TX ,High,Non-metro
2732,TX ,Mod-High,Metro
2733,TX ,Low,Metro
2734,TX ,Mod-High,Non-metro
2735,TX ,Low-Mod,Non-metro
2736,TX ,Mod-High,Non-metro
2737,TX ,Mod-High,Non-metro
2738,TX ,Low,Non-metro
2739,TX ,High,Non-metro
2740,TX ,High,Non-metro
2741,TX ,High,Non-metro
2742,TX ,High,Non-metro
2743,TX ,High,Non-metro
2744,TX ,High,Non-metro
2745,TX ,Mod-High,Metro
2746,TX ,Mod-High,Non-metro
2747,TX ,Mod-High,Non-metro
2748,TX ,Mod-High,Non-metro
2749,TX ,High,Metro
2750,TX ,High,Non-metro
2751,TX ,Low-Mod,Non-metro
2752,TX ,Mod-High,Non-metro
2753,TX ,Low-Mod,Non-metro
2754,TX ,High,Non-metro
2755,TX ,Mod-High,Metro
2756,TX ,High,Metro
2757,TX ,High,Non-metro
2758,TX ,Mod-High,Non-metro
2759,TX ,Low-Mod,Metro
2760,TX ,Low-Mod,Non-metro
2761,TX ,High,Non-metro
2762,TX ,High,Non-metro
2763,TX ,Mod-High,Non-metro
2764,TX ,High,Metro
2765,TX ,High,Non-metro
2766,TX ,Mod-High,Metro
2767,TX ,Mod-High,Non-metro
2768,TX ,Low-Mod,Metro
2769,TX ,High,Non-metro
2770,TX ,High,Non-metro
2771,TX ,Mod-High,Non-metro
2772,TX ,Mod-High,Non-metro
2773,TX ,Low-Mod,Metro
2774,TX ,Mod-High,Non-metro
2775,TX ,Mod-High,Non-metro
2776,TX ,Mod-High,Non-metro
2777,TX ,High,Non-metro
2778,TX ,High,Non-metro
2779,TX ,Mod-High,Metro
2780,TX ,High,Non-metro
2781,TX ,High,Metro
2782,TX ,Mod-High,Non-metro
2783,TX ,Low-Mod,Metro
2784,TX ,Mod-High,Metro
2785,TX ,High,Non-metro
2786,TX ,Mod-High,Non-metro
2787,TX ,Low-Mod,Metro
2788,TX ,High,Non-metro
2789,TX ,High,Non-metro
2790,TX ,High,Non-metro
2791,TX ,High,Metro
2792,TX ,High,Non-metro
2793,TX ,Low-Mod,Non-metro
2794,TX ,Low,Metro
2795,TX ,Low-Mod,Non-metro
2796,TX ,Mod-High,Non-metro
2797,TX ,Mod-High,Non-metro
2798,TX ,High,Non-metro
2799,TX ,High,Non-metro
2800,TX ,Low,Non-metro
2801,TX ,High,Metro
2802,TX ,Low,Metro
2803,TX ,Mod-High,Non-metro
2804,TX ,High,Metro
2805,TX ,Mod-High,Non-metro
2806,TX ,High,Non-metro
2807,TX ,Mod-High,Non-metro
2808,TX ,High,Metro
2809,TX ,Mod-High,Non-metro
2810,TX ,Mod-High,Non-metro
2811,TX ,Mod-High,Non-metro
2812,TX ,Mod-High,Non-metro
2813,TX ,High,Non-metro
2814,TX ,Low-Mod,Non-metro
2815,TX ,Mod-High,Metro
2816,TX ,Mod-High,Metro
2817,TX ,High,Non-metro
2818,TX ,High,Non-metro
2819,TX ,Low-Mod,Non-metro
2820,TX ,Low-Mod,Non-metro
2821,TX ,Mod-High,Non-metro
2822,TX ,High,Non-metro
2823,TX ,Mod-High,Metro
2824,TX ,Mod-High,Metro
2825,TX ,Low-Mod,Non-metro
2826,TX ,High,Non-metro
2827,TX ,Low-Mod,Non-metro
2828,TX ,High,Non-metro
2829,TX ,Mod-High,Metro
2830,TX ,Low-Mod,Metro
2831,TX ,High,Non-metro
2832,TX ,High,Non-metro
2833,TX ,Mod-High,Metro
2834,TX ,Mod-High,Non-metro
2835,TX ,High,Non-metro
2836,TX ,High,Non-metro
2837,TX ,Mod-High,Non-metro
2838,TX ,High,Metro
2839,TX ,Mod-High,Non-metro
2840,TX ,High,Metro
2841,TX ,Mod-High,Non-metro
2842,TX ,Mod-High,Non-metro
2843,TX ,High,Metro
2844,TX ,High,Non-metro
2845,TX ,Mod-High,Non-metro
2846,TX ,High,Metro
2847,TX ,High,Non-metro
2848,TX ,High,Non-metro
2849,TX ,Low,Metro
2850,TX ,Low-Mod,Metro
2851,TX ,Mod-High,Non-metro
2852,TX ,Mod-High,Metro
2853,TX ,Mod-High,Non-metro
2854,TX ,Low-Mod,Non-metro
2855,TX ,Mod-High,Non-metro
2856,TX ,High,Non-metro
2857,TX ,High,Non-metro
2858,UT ,Low-Mod,Non-metro
2859,UT ,Low,Metro
2860,UT ,Low-Mod,Metro
2861,UT ,Mod-High,Non-metro
2862,UT ,Low,Non-metro
2863,UT ,Low,Metro
2864,UT ,Low-Mod,Non-metro
2865,UT ,Low-Mod,Non-metro
2866,UT ,Low-Mod,Non-metro
2867,UT ,Mod-High,Non-metro
2868,UT ,Low-Mod,Non-metro
2869,UT ,Low,Metro
2870,UT ,Low,Non-metro
2871,UT ,Low-Mod,Non-metro
2872,UT ,Low,Metro
2873,UT ,Low-Mod,Non-metro
2874,UT ,Low,Non-metro
2875,UT ,Low-Mod,Metro
2876,UT ,High,Non-metro
2877,UT ,Mod-High,Non-metro
2878,UT ,Low-Mod,Non-metro
2879,UT ,Low,Non-metro
2880,UT ,Low-Mod,Metro
2881,UT ,Low-Mod,Non-metro
2882,UT ,Low-Mod,Metro
2883,UT ,Low,Non-metro
2884,UT ,Low-Mod,Metro
2885,UT ,Low-Mod,Non-metro
2886,UT ,Low-Mod,Metro
2887,VT ,Low,Non-metro
2888,VT ,Low-Mod,Non-metro
2889,VT ,Low-Mod,Non-metro
2890,VT ,Low,Metro
2891,VT ,Low,Non-metro
2892,VT ,Low,Metro
2893,VT ,Low,Metro
2894,VT ,Low,Non-metro
2895,VT ,Low,Non-metro
2896,VT ,Low-Mod,Non-metro
2897,VT ,Low-Mod,Non-metro
2898,VT ,Low,Non-metro
2899,VT ,Low-Mod,Non-metro
2900,VT ,Low,Non-metro
2901,VA ,High,Non-metro
2902,VA ,Low,Metro
2903,VA ,Low,Metro
2904,VA ,Low-Mod,Non-metro
2905,VA ,Low-Mod,Metro
2906,VA ,Low-Mod,Metro
2907,VA ,Low-Mod,Metro
2908,VA ,Low,Metro
2909,VA ,Low,Metro
2910,VA ,Low,Non-metro
2911,VA ,Low,Metro
2912,VA ,Low-Mod,Non-metro
2913,VA ,Low,Metro
2914,VA ,High,Metro
2915,VA ,High,Non-metro
2916,VA ,High,Non-metro
2917,VA ,High,Metro
2918,VA ,Low-Mod,Non-metro
2919,VA ,Low-Mod,Metro
2920,VA ,Low-Mod,Metro
2921,VA ,Low-Mod,Non-metro
2922,VA ,Low,Metro
2923,VA ,Mod-High,Non-metro
2924,VA ,Low-Mod,Metro
2925,VA ,Low-Mod,Metro
2926,VA ,Low,Metro
2927,VA ,Low,Metro
2928,VA ,Mod-High,Metro
2929,VA ,Low-Mod,Non-metro
2930,VA ,Low,Metro
2931,VA ,Low-Mod,Metro
2932,VA ,Mod-High,Non-metro
2933,VA ,High,Non-metro
2934,VA ,Mod-High,Non-metro
2935,VA ,Low-Mod,Metro
2936,VA ,High,Non-metro
2937,VA ,Mod-High,Non-metro
2938,VA ,Low,Metro
2939,VA ,Low,Metro
2940,VA ,Low,Metro
2941,VA ,Low,Metro
2942,VA ,Low,Metro
2943,VA ,Low,Metro
2944,VA ,Mod-High,Non-metro
2945,VA ,Low-Mod,Metro
2946,VA ,Low,Metro
2947,VA ,Mod-High,Metro
2948,VA ,High,Non-metro
2949,VA ,Low-Mod,Metro
2950,VA ,Low,Metro
2951,VA ,Low,Metro
2952,VA ,Mod-High,Non-metro
2953,VA ,Low,Metro
2954,VA ,High,Non-metro
2955,VA ,Mod-High,Non-metro
2956,VA ,Mod-High,Metro
2957,VA ,Low,Metro
2958,VA ,High,Metro
2959,VA ,Low-Mod,Metro
2960,VA ,High,Non-metro
2961,VA ,Low,Non-metro
2962,VA ,High,Metro
2963,VA ,Low-Mod,Metro
2964,VA ,Low,Metro
2965,VA ,Low-Mod,Non-metro
2966,VA ,Low,Non-metro
2967,VA ,Low,Metro
2968,VA ,Low,Non-metro
2969,VA ,High,Non-metro
2970,VA ,Low-Mod,Non-metro
2971,VA ,Low,Metro
2972,VA ,Low-Mod,Non-metro
2973,VA ,High,Non-metro
2974,VA ,Mod-High,Metro
2975,VA ,Low,Non-metro
2976,VA ,Low-Mod,Metro
2977,VA ,Mod-High,Metro
2978,VA ,High,Non-metro
2979,VA ,Low,Metro
2980,VA ,High,Non-metro
2981,VA ,Low,Non-metro
2982,VA ,Low-Mod,Metro
2983,VA ,Low-Mod,Metro
2984,VA ,Low,Metro
2985,VA ,High,Metro
2986,VA ,High,Metro
2987,VA ,Mod-High,Non-metro
2988,VA ,Low,Non-metro
2989,VA ,High,Non-metro
2990,VA ,High,Non-metro
2991,VA ,Low-Mod,Non-metro
2992,VA ,Low-Mod,Non-metro
2993,VA ,Mod-High,Non-metro
2994,VA ,High,Metro
2995,VA ,Mod-High,Non-metro
2996,VA ,Low,Metro
2997,VA ,High,Metro
2998,VA ,Low,Metro
2999,VA ,Mod-High,Non-metro
3000,VA ,Low-Mod,Metro
3001,VA ,Low-Mod,Metro
3002,VA ,Low-Mod,Metro
3003,VA ,Low-Mod,Metro
3004,VA ,Low,Metro
3005,VA ,High,Metro
3006,VA ,Mod-High,Non-metro
3007,VA ,High,Metro
3008,VA ,Low,Metro
3009,VA ,Low,Non-metro
3010,VA ,Low-Mod,Metro
3011,VA ,Low-Mod,Non-metro
3012,VA ,Low-Mod,Metro
3013,VA ,Mod-High,Metro
3014,VA ,Low-Mod,Non-metro
3015,VA ,High,Non-metro
3016,VA ,Low-Mod,Non-metro
3017,VA ,Low,Metro
3018,VA ,Low,Metro
3019,VA ,Low-Mod,Metro
3020,VA ,Low-Mod,Metro
3021,VA ,Low-Mod,Non-metro
3022,VA ,High,Metro
3023,VA ,Mod-High,Non-metro
3024,VA ,Low,Metro
3025,VA ,Low-Mod,Metro
3026,VA ,Low-Mod,Metro
3027,VA ,Mod-High,Metro
3028,VA ,Low-Mod,Non-metro
3029,VA ,Low-Mod,Metro
3030,VA ,Mod-High,Metro
3031,VA ,High,Non-metro
3032,VA ,Low-Mod,Non-metro
3033,VA ,Low,Metro
3034,WA ,High,Non-metro
3035,WA ,Low-Mod,Metro
3036,WA ,Mod-High,Metro
3037,WA ,Mod-High,Metro
3038,WA ,Mod-High,Non-metro
3039,WA ,Low-Mod,Metro
3040,WA ,Low-Mod,Metro
3041,WA ,High,Metro
3042,WA ,High,Metro
3043,WA ,High,Non-metro
3044,WA ,High,Metro
3045,WA ,Low,Non-metro
3046,WA ,High,Non-metro
3047,WA ,High,Non-metro
3048,WA ,Low,Non-metro
3049,WA ,Low,Non-metro
3050,WA ,Low-Mod,Metro
3051,WA ,Low-Mod,Metro
3052,WA ,Low-Mod,Non-metro
3053,WA ,Mod-High,Non-metro
3054,WA ,High,Non-metro
3055,WA ,Low,Non-metro
3056,WA ,Mod-High,Non-metro
3057,WA ,High,Non-metro
3058,WA ,Mod-High,Non-metro
3059,WA ,Mod-High,Metro
3060,WA ,Low-Mod,Metro
3061,WA ,Low,Non-metro
3062,WA ,Mod-High,Metro
3063,WA ,Low,Metro
3064,WA ,Low-Mod,Metro
3065,WA ,Low-Mod,Metro
3066,WA ,Low-Mod,Metro
3067,WA ,Low-Mod,Metro
3068,WA ,Low,Non-metro
3069,WA ,Mod-High,Metro
3070,WA ,Low-Mod,Metro
3071,WA ,Mod-High,Non-metro
3072,WA ,High,Metro
3073,WV ,Mod-High,Non-metro
3074,WV ,Low-Mod,Metro
3075,WV ,Mod-High,Metro
3076,WV ,Mod-High,Non-metro
3077,WV ,Low-Mod,Metro
3078,WV ,Mod-High,Metro
3079,WV ,Mod-High,Non-metro
3080,WV ,Mod-High,Metro
3081,WV ,Low-Mod,Non-metro
3082,WV ,High,Metro
3083,WV ,High,Non-metro
3084,WV ,Low-Mod,Non-metro
3085,WV ,Mod-High,Non-metro
3086,WV ,Mod-High,Metro
3087,WV ,Low-Mod,Metro
3088,WV ,Low-Mod,Non-metro
3089,WV ,Low-Mod,Non-metro
3090,WV ,Low-Mod,Non-metro
3091,WV ,Low,Metro
3092,WV ,Mod-High,Metro
3093,WV ,Mod-High,Non-metro
3094,WV ,Mod-High,Metro
3095,WV ,Mod-High,Non-metro
3096,WV ,Low-Mod,Non-metro
3097,WV ,Low,Metro
3098,WV ,Mod-High,Non-metro
3099,WV ,High,Non-metro
3100,WV ,High,Non-metro
3101,WV ,Mod-High,Metro
3102,WV ,High,Non-metro
3103,WV ,Low-Mod,Metro
3104,WV ,Low-Mod,Non-metro
3105,WV ,Low,Non-metro
3106,WV ,Mod-High,Non-metro
3107,WV ,Low-Mod,Metro
3108,WV ,Low-Mod,Non-metro
3109,WV ,Low-Mod,Non-metro
3110,WV ,Low-Mod,Non-metro
3111,WV ,Mod-High,Metro
3112,WV ,Low,Metro
3113,WV ,High,Metro
3114,WV ,Mod-High,Non-metro
3115,WV ,Low-Mod,Non-metro
3116,WV ,Mod-High,Non-metro
3117,WV ,High,Non-metro
3118,WV ,Low-Mod,Non-metro
3119,WV ,Low-Mod,Non-metro
3120,WV ,Low,Non-metro
3121,WV ,Mod-High,Non-metro
3122,WV ,Mod-High,Metro
3123,WV ,Mod-High,Non-metro
3124,WV ,Low-Mod,Non-metro
3125,WV ,Low-Mod,Metro
3126,WV ,Low-Mod,Metro
3127,WV ,Mod-High,Non-metro
3128,WI ,Mod-High,Non-metro
3129,WI ,Mod-High,Non-metro
3130,WI ,Low-Mod,Non-metro
3131,WI ,Low,Non-metro
3132,WI ,Low-Mod,Metro
3133,WI ,Low,Non-metro
3134,WI ,Low,Non-metro
3135,WI ,Low,Metro
3136,WI ,Low,Metro
3137,WI ,Mod-High,Non-metro
3138,WI ,Low,Metro
3139,WI ,Low-Mod,Non-metro
3140,WI ,Low,Metro
3141,WI ,Low,Non-metro
3142,WI ,Low,Non-metro
3143,WI ,Low-Mod,Metro
3144,WI ,Low,Non-metro
3145,WI ,Low,Metro
3146,WI ,Low,Non-metro
3147,WI ,Low,Metro
3148,WI ,Mod-High,Non-metro
3149,WI ,Low,Non-metro
3150,WI ,Low,Metro
3151,WI ,Low-Mod,Non-metro
3152,WI ,Low,Metro
3153,WI ,Low-Mod,Non-metro
3154,WI ,Mod-High,Non-metro
3155,WI ,Low,Non-metro
3156,WI ,Low-Mod,Non-metro
3157,WI ,Mod-High,Metro
3158,WI ,Low,Metro
3159,WI ,Low,Metro
3160,WI ,Low,Non-metro
3161,WI ,Low-Mod,Non-metro
3162,WI ,Low,Non-metro
3163,WI ,Low,Non-metro
3164,WI ,Low,Metro
3165,WI ,Low-Mod,Non-metro
3166,WI ,Low-Mod,Non-metro
3167,WI ,High,Non-metro
3168,WI ,High,Metro
3169,WI ,Low-Mod,Non-metro
3170,WI ,Low,Metro
3171,WI ,Low,Non-metro
3172,WI ,Low,Metro
3173,WI ,Low,Metro
3174,WI ,Low,Non-metro
3175,WI ,Low,Metro
3176,WI ,Low,Non-metro
3177,WI ,Low,Non-metro
3178,WI ,Low,Non-metro
3179,WI ,Low-Mod,Metro
3180,WI ,Low-Mod,Non-metro
3181,WI ,Low-Mod,Metro
3182,WI ,Low-Mod,Non-metro
3183,WI ,Low,Non-metro
3184,WI ,Low-Mod,Non-metro
3185,WI ,Low,Non-metro
3186,WI ,Low,Metro
3187,WI ,Low,Metro
3188,WI ,Low,Non-metro
3189,WI ,Low-Mod,Non-metro
3190,WI ,Low-Mod,Non-metro
3191,WI ,Low,Non-metro
3192,WI ,Low-Mod,Non-metro
3193,WI ,Low,Non-metro
3194,WI ,Low,Metro
3195,WI ,Low,Metro
3196,WI ,Low,Non-metro
3197,WI ,Low-Mod,Non-metro
3198,WI ,Low,Metro
3199,WI ,Low,Non-metro
3200,WY ,Low,Non-metro
3201,WY ,Low-Mod,Non-metro
3202,WY ,Low-Mod,Non-metro
3203,WY ,Mod-High,Non-metro
3204,WY ,Low,Non-metro
3205,WY ,Low,Non-metro
3206,WY ,Mod-High,Non-metro
3207,WY ,Low-Mod,Non-metro
3208,WY ,Low,Non-metro
3209,WY ,Low,Non-metro
3210,WY ,Low-Mod,Metro
3211,WY ,Low,Non-metro
3212,WY ,Low-Mod,Metro
3213,WY ,Low-Mod,Non-metro
3214,WY ,Low,Non-metro
3215,WY ,Low,Non-metro
3216,WY ,Low,Non-metro
3217,WY ,Low,Non-metro
3218,WY ,Low-Mod,Non-metro
3219,WY ,Low,Non-metro
3220,WY ,Low-Mod,Non-metro
3221,WY ,Low-Mod,Non-metro
3222,WY ,Low-Mod,Non-metro
